name,gcode,diag_sym_type,inv,bar,invbar,r3_orbit,phi_sym,same_phi,cable_arr_poly,same_cable_arr_poly,outPoly,same_outpoly,sameflatknot
6.1483,O1O2O3U1O4U2U3O5O6U5U4U6,"[0, 0, 0]",O1O2O3U4U5U6O4O6U1U2O5U3,O1O2O3U4U5U6O4U2O5O6U1U3,O1O2O3U1U3O4O5U2O6U4U5U6,{'O1O2O3U1O4U2U3O5O6U5U4U6'},"[-2, -1, -1, 1, 1, 2, -1, 0, 2, 2, 4, -1, 0, 2, 1, 1, 2, 1, 0, 0, 1]",['6.1483'],-320*K1**4*K2**2 + 544*K1**4*K2 - 656*K1**4 + 256*K1**3*K2*K3 - 256*K1**3*K3 - 192*K1**2*K2**4 + 1536*K1**2*K2**3 - 5472*K1**2*K2**2 - 192*K1**2*K2*K4 + 4976*K1**2*K2 - 16*K1**2*K3**2 - 3184*K1**2 + 640*K1*K2**3*K3 - 1152*K1*K2**2*K3 - 32*K1*K2**2*K5 + 4896*K1*K2*K3 + 200*K1*K3*K4 - 32*K2**6 + 64*K2**4*K4 - 1552*K2**4 - 640*K2**2*K3**2 - 48*K2**2*K4**2 + 1144*K2**2*K4 - 1782*K2**2 + 256*K2*K3*K5 + 16*K2*K4*K6 - 1164*K3**2 - 200*K4**2 - 28*K5**2 - 2*K6**2 + 2390,['6.1483'],t^{7} + 34 t^{5} + 78 t^{3} + 5 t,['6.1483'],"['6.4715', '6.5030', '6.6238', '6.6692', '6.8216', '6.8654', '6.9596', '6.9925', '6.20302', '6.21637', '6.27594', '6.29148', '6.39020', '6.41270', '6.45784', '6.47463', '6.48747', '6.48944', '6.49542', '6.49762', '6.50761', '6.50963', '6.51236', '6.51447', '6.57165', '6.58355', '6.61787', '6.62908', '6.66782', '6.67660', '6.69426', '6.70150']"
6.1484,O1O2O3U1O4U2U5O6O5U3U4U6,"[0, 0, 0]",O1O2O3U4U5U1O6O4U6U2O5U3,O1O2O3U4U5U1O4U2O5O6U3U6,O1O2O3U4U1O4O5U2O6U3U5U6,{'O1O2O3U1O4U2U5O6O5U3U4U6'},"[-2, -1, 0, 1, 1, 1, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, -1]",['6.1484'],-384*K1**4*K2**2 + 1152*K1**4*K2 - 2176*K1**4 + 480*K1**3*K2*K3 - 736*K1**3*K3 - 192*K1**2*K2**4 + 928*K1**2*K2**3 - 6112*K1**2*K2**2 - 448*K1**2*K2*K4 + 8336*K1**2*K2 - 288*K1**2*K3**2 - 5564*K1**2 + 416*K1*K2**3*K3 - 928*K1*K2**2*K3 - 64*K1*K2**2*K5 - 96*K1*K2*K3*K4 + 7136*K1*K2*K3 + 704*K1*K3*K4 + 24*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 760*K2**4 - 272*K2**2*K3**2 - 48*K2**2*K4**2 + 968*K2**2*K4 - 4094*K2**2 + 160*K2*K3*K5 + 16*K2*K4*K6 - 2052*K3**2 - 386*K4**2 - 24*K5**2 - 2*K6**2 + 4272,['6.1484'],t^{7} + 36 t^{5} + 43 t^{3} + 10 t,['6.1484'],"['6.11441', '6.11736', '6.12751', '6.13094', '6.20323', '6.21665', '6.27624', '6.29169', '6.31196', '6.31535', '6.32360', '6.32775', '6.39054', '6.41314', '6.45806', '6.47482', '6.52206', '6.52467', '6.53033', '6.53353', '6.57182', '6.58394', '6.61793', '6.62914', '6.63776', '6.63886', '6.64200', '6.64386', '6.66797', '6.67666', '6.69434', '6.70157']"
6.1485,O1O2O3U1O4U2U5O6O5U4U3U6,"[0, 0, 0]",O1O2O3U4U1U5O6O4U6U2O5U3,O1O2O3U4U5U2O4U1O5O6U3U6,O1O2O3U4U1O4O5U3O6U2U5U6,{'O1O2O3U1O4U2U5O6O5U4U3U6'},"[-2, -1, 0, 1, 1, 1, 0, 1, 1, 1, 2, 0, 0, 1, 0, 1, 1, 1, 1, -1, -1]",['6.1485'],-64*K1**6 + 320*K1**4*K2 - 1856*K1**4 + 64*K1**3*K2*K3 - 768*K1**3*K3 + 128*K1**2*K2**3 - 2560*K1**2*K2**2 - 160*K1**2*K2*K4 + 6336*K1**2*K2 - 608*K1**2*K3**2 - 48*K1**2*K4**2 - 4372*K1**2 - 288*K1*K2**2*K3 - 160*K1*K2*K3*K4 + 4416*K1*K2*K3 + 1008*K1*K3*K4 + 96*K1*K4*K5 - 152*K2**4 - 96*K2**2*K3**2 - 48*K2**2*K4**2 + 408*K2**2*K4 - 3092*K2**2 + 144*K2*K3*K5 + 32*K2*K4*K6 - 1488*K3**2 - 406*K4**2 - 44*K5**2 - 4*K6**2 + 3260,['6.1485'],t^{7} + 32 t^{5} + 45 t^{3} + 4 t,['6.1485'],"['6.11533', '6.11864', '6.12879', '6.13186', '6.20348', '6.21691', '6.27648', '6.29194', '6.31312', '6.31707', '6.32466', '6.32881', '6.39086', '6.41342', '6.45838', '6.47505', '6.52320', '6.52580', '6.53160', '6.53460', '6.57207', '6.58426', '6.61817', '6.62946', '6.63825', '6.63957', '6.64267', '6.64463', '6.66820', '6.67690', '6.69456', '6.70180']"
6.1486,O1O2O3U1O4U3U2O5O6U4U5U6,"[0, 0, 0]",O1O2O3U4U5U6O4O5U2U1O6U3,O1O2O3U4U5U6O4U1O6O5U2U3,O1O2O3U1U2O4O5U3O6U5U4U6,{'O1O2O3U1O4U3U2O5O6U4U5U6'},"[-2, 0, 0, 0, 0, 2, 0, 0, 1, 2, 4, -2, 0, -1, 1, 1, -1, 0, -1, 1, 1]",['6.1486'],-2816*K2**4 + 2256*K2**2*K4 + 560*K2**2 - 424*K4**2 + 422,['6.1486'],t^{7} + 32 t^{5} + 91 t^{3} + 25 t,['6.1486'],"['6.70467', '6.70484', '6.70531', '6.70609', '6.70643', '6.70669', '6.70765', '6.70848', '6.70927', '6.70958', '6.71012', '6.71120', '6.71161', '6.71178', '6.71254', '6.71308', '6.72385', '6.72402', '6.72751', '6.73065', '6.73608', '6.74397', '6.74932', '6.75388', '6.76499', '6.76693', '6.77730', '6.78353', '6.79445', '6.79955', '6.87174', '6.90129']"
6.1487,O1O2O3U1O4U3U2O5O6U4U6U5,"[0, 0, 0]",O1O2O3U4U5U6O5O4U2U1O6U3,O1O2O3U4U5U6O4U1O6O5U3U2,O1O2O3U2U1O4O5U3O6U5U4U6,{'O1O2O3U1O4U3U2O5O6U4U6U5'},"[-2, 0, 0, 0, 1, 1, 0, 0, 1, 3, 3, -2, 0, 0, 0, 1, -1, 0, 0, 0, 0]",['6.1487'],384*K1**4*K2 - 768*K1**4 + 896*K1**2*K2**3 - 3296*K1**2*K2**2 - 160*K1**2*K2*K4 + 4480*K1**2*K2 - 64*K1**2*K3**2 - 3424*K1**2 - 1024*K1*K2**2*K3 + 3776*K1*K2*K3 + 336*K1*K3*K4 - 904*K2**4 + 984*K2**2*K4 - 2400*K2**2 - 1136*K3**2 - 234*K4**2 + 2552,['6.1487'],t^{7} + 29 t^{5} + 48 t^{3} + 10 t,['6.1487'],"['6.17128', '6.17371', '6.20605', '6.22019', '6.23533', '6.23867', '6.28077', '6.29528', '6.35701', '6.36124', '6.39485', '6.41692', '6.43040', '6.43346', '6.46080', '6.47739', '6.55277', '6.55525', '6.57477', '6.58641', '6.59701', '6.60041', '6.62154', '6.63112', '6.65086', '6.65274', '6.67005', '6.67872', '6.68336', '6.68484', '6.69627', '6.70315']"
6.1488,O1O2O3U1O4U3U2O5O6U5U4U6,"[0, 0, 0]",O1O2O3U4U5U6O4O6U2U1O5U3,O1O2O3U4U5U6O4U2O6O5U1U3,O1O2O3U1U3O4O5U2O6U5U4U6,{'O1O2O3U1O4U3U2O5O6U5U4U6'},"[-2, -1, 0, 0, 1, 2, -1, 1, 1, 2, 4, -1, 0, 2, 1, 0, 1, 0, 1, 1, 1]",['6.1488'],-64*K1**3*K3 - 192*K1**2*K2**4 + 704*K1**2*K2**3 - 4048*K1**2*K2**2 + 96*K1**2*K2*K3**2 - 256*K1**2*K2*K4 + 4000*K1**2*K2 - 128*K1**2*K3**2 - 3096*K1**2 + 512*K1*K2**3*K3 - 832*K1*K2**2*K3 - 256*K1*K2**2*K5 - 192*K1*K2*K3*K4 + 4696*K1*K2*K3 + 416*K1*K3*K4 + 32*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 1152*K2**4 - 32*K2**3*K6 - 560*K2**2*K3**2 - 16*K2**2*K4**2 + 1184*K2**2*K4 - 2030*K2**2 + 488*K2*K3*K5 + 16*K2*K4*K6 - 1248*K3**2 - 260*K4**2 - 72*K5**2 - 2*K6**2 + 2258,['6.1488'],t^{7} + 31 t^{5} + 68 t^{3} + 4 t,['6.1488'],"['6.4731', '6.5053', '6.6263', '6.6708', '6.8232', '6.8677', '6.9621', '6.9941', '6.20655', '6.22088', '6.28141', '6.29572', '6.39583', '6.41816', '6.46198', '6.47818', '6.48763', '6.48967', '6.49567', '6.49778', '6.50777', '6.50986', '6.51261', '6.51463', '6.57579', '6.58747', '6.62249', '6.63197', '6.67049', '6.67924', '6.69674', '6.70357']"
6.1489,O1O2O3U1O4U3U4O5O6U2U5U6,"[0, 0, 0]",O1O2O3U4U5U2O4O5U6U1O6U3,O1O2O3U4U1U5O4U6O5O6U2U3,O1O2O3U1U2O4O5U4O6U5U3U6,{'O1O2O3U1O4U3U4O5O6U2U5U6'},"[-2, -1, 0, 0, 1, 2, -1, 1, 1, 2, 3, 0, 2, 1, 1, 0, 1, 1, 0, 2, 1]",['6.1489'],128*K1**4*K2**3 - 896*K1**4*K2**2 + 1504*K1**4*K2 - 2528*K1**4 - 128*K1**3*K2**2*K3 + 896*K1**3*K2*K3 - 288*K1**3*K3 - 384*K1**2*K2**4 + 2176*K1**2*K2**3 + 128*K1**2*K2**2*K4 - 8592*K1**2*K2**2 + 32*K1**2*K2*K3**2 - 448*K1**2*K2*K4 + 9928*K1**2*K2 - 288*K1**2*K3**2 - 5616*K1**2 + 576*K1*K2**3*K3 - 1664*K1*K2**2*K3 - 224*K1*K2**2*K5 - 32*K1*K2*K3*K4 + 6880*K1*K2*K3 + 440*K1*K3*K4 + 8*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 1472*K2**4 - 32*K2**3*K6 - 304*K2**2*K3**2 - 16*K2**2*K4**2 + 1360*K2**2*K4 - 3854*K2**2 + 200*K2*K3*K5 + 16*K2*K4*K6 - 1476*K3**2 - 252*K4**2 - 28*K5**2 - 2*K6**2 + 4218,['6.1489'],t^{7} + 27 t^{5} + 61 t^{3} + 4 t,['6.1489'],"['6.3609', '6.3676', '6.3869', '6.3994', '6.7031', '6.7064', '6.7241', '6.7364', '6.17702', '6.17751', '6.24249', '6.24310', '6.36552', '6.36629', '6.43658', '6.43765', '6.48245', '6.48316', '6.48401', '6.48426', '6.50001', '6.50034', '6.50119', '6.50146', '6.55742', '6.55799', '6.60314', '6.60397', '6.65442', '6.65471', '6.68570', '6.68599']"
6.1490,O1O2O3U1O4U3U4O5O6U2U6U5,"[0, 0, 0]",O1O2O3U4O5U6U3O6U1O4U2U5,O1O2O3U4U1U5O4U6O5O6U3U2,O1O2O3U2U1O4O5U4O6U5U3U6,"{'O1O2O3U1O4U3U4O5O6U2U6U5', 'O1O2O3U4U2O5U3O6U1U6O4U5'}","[-2, -1, 0, 1, 1, 1, -1, 1, 2, 2, 2, 2, 0, 1, 1, 1, 0, 1, 0, 0, 0]",['6.1490'],32*K1**4*K2 - 640*K1**4 + 32*K1**3*K2*K3 - 368*K1**2*K2**2 - 96*K1**2*K2*K4 + 1752*K1**2*K2 - 64*K1**2*K3**2 - 1412*K1**2 - 32*K1*K2**2*K3 + 1032*K1*K2*K3 + 232*K1*K3*K4 - 8*K2**4 + 104*K2**2*K4 - 1096*K2**2 - 468*K3**2 - 122*K4**2 + 1120,['6.1490'],t^{7} + 24 t^{5} + 47 t^{3} + 4 t,['6.1490'],"['6.3625', '6.3708', '6.3901', '6.4010', '6.7047', '6.7096', '6.7273', '6.7380', '6.11403', '6.12588', '6.12701', '6.19110', '6.19157', '6.19799', '6.25719', '6.25780', '6.26236', '6.26681', '6.31009', '6.31138', '6.31189', '6.31530', '6.32193', '6.32357', '6.32774', '6.37838', '6.37895', '6.39040', '6.41302', '6.44965', '6.45796', '6.48261', '6.48442', '6.52470', '6.53360', '6.58404', '6.62928', '6.63734', '6.66211', '6.66240']"
6.1491,O1O2O3U1O4U3U4O5O6U5U2U6,"[0, 0, 0]",O1O2O3U4U2U5O4O5U6U1O6U3,O1O2O3U4U2U5O4U6O5O6U1U3,O1O2O3U1U3O4O5U4O6U5U2U6,{'O1O2O3U1O4U3U4O5O6U5U2U6'},"[-2, -1, 0, 0, 1, 2, 0, 0, 2, 1, 1, 1, 1, 0, 1, -1, 0, 1, 0, 2, 0]",['6.1491'],-128*K1**4*K2**2 + 1376*K1**4*K2 - 4336*K1**4 + 480*K1**3*K2*K3 - 1184*K1**3*K3 + 128*K1**2*K2**3 - 4016*K1**2*K2**2 + 32*K1**2*K2*K3**2 - 192*K1**2*K2*K4 + 10176*K1**2*K2 - 1552*K1**2*K3**2 - 64*K1**2*K3*K5 - 6772*K1**2 - 864*K1*K2**2*K3 - 320*K1*K2*K3*K4 + 7800*K1*K2*K3 + 2080*K1*K3*K4 + 272*K1*K4*K5 - 128*K2**4 - 224*K2**2*K3**2 - 16*K2**2*K4**2 + 744*K2**2*K4 - 5636*K2**2 + 536*K2*K3*K5 + 32*K2*K4*K6 - 32*K3**4 + 80*K3**2*K6 - 3020*K3**2 - 836*K4**2 - 256*K5**2 - 44*K6**2 + 5882,['6.1491'],t^{7} + 25 t^{5} + 58 t^{3} + 4 t,['6.1491'],"['6.3559', '6.3580', '6.3584', '6.3805', '6.3809', '6.3838', '6.3842', '6.6967', '6.6979', '6.7000', '6.7012', '6.7189', '6.7201', '6.7222', '6.15344', '6.15347', '6.15471', '6.15472', '6.33983', '6.34032', '6.34035', '6.34441', '6.48208', '6.48220', '6.48370', '6.49949', '6.49970', '6.49974', '6.54008', '6.54009', '6.54056', '6.54503']"
6.1492,O1O2O3U1O4U3U4O5O6U5U6U2,"[0, 0, 0]",O1O2O3U2U4U5O4O5U6U1O6U3,O1O2O3U4U3U5O4U6O5O6U1U2,O1O2O3U2U3O4O5U4O6U5U1U6,{'O1O2O3U1O4U3U4O5O6U5U6U2'},"[-2, -1, 0, 1, 1, 1, 0, 1, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 0, -1, -1]","['6.1492', '6.1698', '7.39287', '7.42911']",-512*K1**6 - 512*K1**4*K2**2 + 2912*K1**4*K2 - 6816*K1**4 + 800*K1**3*K2*K3 - 1600*K1**3*K3 - 192*K1**2*K2**4 + 1888*K1**2*K2**3 + 192*K1**2*K2**2*K4 - 6960*K1**2*K2**2 - 1344*K1**2*K2*K4 + 9040*K1**2*K2 - 320*K1**2*K3**2 - 48*K1**2*K4**2 - 1068*K1**2 + 416*K1*K2**3*K3 - 576*K1*K2**2*K3 - 256*K1*K2**2*K5 - 64*K1*K2*K3*K4 + 5240*K1*K2*K3 + 520*K1*K3*K4 + 64*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 1048*K2**4 - 32*K2**3*K6 - 192*K2**2*K3**2 - 16*K2**2*K4**2 + 888*K2**2*K4 - 1926*K2**2 + 136*K2*K3*K5 + 16*K2*K4*K6 - 724*K3**2 - 186*K4**2 - 24*K5**2 - 2*K6**2 + 2272,['6.1492'],t^{7} + 20 t^{5} + 32 t^{3} + 5 t,"['6.1492', '6.1698', '7.39287']","['6.15', '6.24', '6.33', '6.147', '6.154', '6.162', '6.171', '6.1200', '6.1209', '6.1298', '6.1308', '6.1317', '6.2354', '6.2390', '6.2397', '6.2961', '6.3528', '6.3553', '6.6904', '6.6929', '6.6937', '6.6960', '6.15379', '6.15386', '6.15498', '6.33437', '6.33448', '6.33492', '6.33505', '6.33602', '6.49933', '6.53744']"
6.1493,O1O2O3U1O4U3U5O6O5U4U2U6,"[0, 0, 0]",O1O2O3U2U4U5O6O4O5U3U1U6,O1O2O3U4U3U5O6O5O4U1U2U6,O1O2O3U4U1O4O5U3O6U5U2U6,"{'O1O2O3U1U2U4O5O4O6U3U6U5', 'O1O2O3U1O4U3U5O6O5U4U2U6', 'O1O2O3U1U2O4U5O6O5U3U4U6'}","[-2, 0, 0, 0, 1, 1, 0, 1, 1, 1, 2, -1, 1, 1, 0, 1, 1, 1, 1, 0, -1]",['6.1493'],-128*K1**4*K2**2 + 352*K1**4*K2 - 528*K1**4 + 256*K1**2*K2**3 - 1008*K1**2*K2**2 + 1136*K1**2*K2 - 48*K1**2*K3**2 - 672*K1**2 + 64*K1*K2**3*K3 + 736*K1*K2*K3 + 136*K1*K3*K4 - 32*K2**6 + 64*K2**4*K4 - 280*K2**4 - 112*K2**2*K3**2 - 48*K2**2*K4**2 + 192*K2**2*K4 - 454*K2**2 + 80*K2*K3*K5 + 16*K2*K4*K6 - 244*K3**2 - 118*K4**2 - 20*K5**2 - 2*K6**2 + 660,['6.1493'],t^{7} + 23 t^{5} + 46 t^{3},['6.1493'],"['6.11288', '6.11366', '6.12551', '6.12662', '6.13379', '6.13456', '6.13645', '6.13759', '6.14154', '6.14385', '6.15616', '6.16080', '6.16472', '6.16487', '6.17634', '6.18691', '6.22883', '6.22914', '6.24793', '6.25252', '6.30973', '6.31099', '6.32152', '6.32271', '6.33134', '6.33181', '6.33243', '6.33292', '6.34864', '6.34895', '6.36983', '6.37437', '6.39605', '6.41846', '6.42446', '6.44165', '6.46221', '6.47828', '6.52060', '6.52499', '6.52897', '6.53373', '6.53555', '6.53596', '6.53627', '6.53687', '6.56351', '6.60985']"
6.1494,O1O2O3U1O4U3U5O6O5U4U6U2,"[0, 0, 0]",O1O2O3U2U4U5O6O4U6U1O5U3,O1O2O3U4U3U5O4U1O5O6U2U6,O1O2O3U4U2O4O5U3O6U5U1U6,{'O1O2O3U1O4U3U5O6O5U4U6U2'},"[-2, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, -1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",['6.1494'],-512*K1**6 - 192*K1**4*K2**2 + 2080*K1**4*K2 - 6704*K1**4 + 896*K1**3*K2*K3 + 64*K1**3*K3*K4 - 1984*K1**3*K3 + 128*K1**2*K2**2*K4 - 4608*K1**2*K2**2 - 896*K1**2*K2*K4 + 12384*K1**2*K2 - 1424*K1**2*K3**2 - 256*K1**2*K4**2 - 6172*K1**2 - 448*K1*K2**2*K3 - 32*K1*K2**2*K5 - 224*K1*K2*K3*K4 + 8096*K1*K2*K3 + 2328*K1*K3*K4 + 272*K1*K4*K5 - 104*K2**4 - 80*K2**2*K3**2 - 48*K2**2*K4**2 + 864*K2**2*K4 - 5668*K2**2 + 144*K2*K3*K5 + 32*K2*K4*K6 - 2776*K3**2 - 970*K4**2 - 84*K5**2 - 4*K6**2 + 5896,['6.1494'],t^{7} + 19 t^{5} + 35 t^{3} + 3 t,['6.1494'],"['6.3668', '6.3763', '6.3958', '6.4053', '6.4490', '6.4585', '6.5872', '6.5999', '6.7151', '6.7330', '6.7421', '6.7929', '6.8048', '6.9359', '6.17913', '6.18008', '6.18750', '6.24452', '6.24869', '6.25332', '6.37497', '6.43879', '6.44224', '6.44529', '6.48292', '6.48355', '6.50073', '6.50187', '6.50590', '6.50653', '6.55856', '6.60708']"
6.1495,O1O2O3U1O4U5U2O5O6U3U4U6,"[0, 0, 0]",O1O2O3U4U5U1O4O6U2U6O5U3,O1O2O3U4U5U1O4U2O6O5U6U3,O1O2O3U1U4O5O4U2O6U3U5U6,{'O1O2O3U1O4U5U2O5O6U3U4U6'},"[-2, -1, 0, 0, 1, 2, 0, 0, 0, 1, 3, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]",['6.1495'],-320*K1**4*K2**2 + 1120*K1**4*K2 - 2320*K1**4 + 384*K1**3*K2*K3 - 704*K1**3*K3 + 640*K1**2*K2**3 - 4992*K1**2*K2**2 - 640*K1**2*K2*K4 + 7952*K1**2*K2 - 208*K1**2*K3**2 - 5724*K1**2 + 96*K1*K2**3*K3 - 992*K1*K2**2*K3 - 64*K1*K2**2*K5 - 192*K1*K2*K3*K4 + 7144*K1*K2*K3 + 1264*K1*K3*K4 + 128*K1*K4*K5 - 752*K2**4 - 528*K2**2*K3**2 - 48*K2**2*K4**2 + 1432*K2**2*K4 - 4636*K2**2 + 664*K2*K3*K5 + 32*K2*K4*K6 - 2496*K3**2 - 812*K4**2 - 212*K5**2 - 4*K6**2 + 4786,['6.1495'],t^{7} + 37 t^{5} + 43 t^{3} + 10 t,['6.1495'],"['6.16512', '6.16603', '6.18085', '6.18421', '6.22943', '6.23038', '6.24536', '6.24953', '6.34912', '6.35019', '6.36675', '6.37097', '6.42481', '6.42592', '6.43955', '6.44270', '6.54755', '6.54850', '6.55901', '6.56185', '6.59219', '6.59282', '6.60431', '6.60784', '6.64763', '6.64824', '6.65543', '6.65853', '6.68063', '6.68126', '6.68625', '6.68838']"
6.1496,O1O2O3U1O4U5U2O5O6U4U3U6,"[0, 0, 0]",O1O2O3U4U1U5O4O6U2U6O5U3,O1O2O3U4U5U2O4U1O6O5U6U3,O1O2O3U1U4O5O4U3O6U2U5U6,{'O1O2O3U1O4U5U2O5O6U4U3U6'},"[-2, -1, 0, 0, 1, 2, -1, 0, 1, 1, 3, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",['6.1496'],-64*K1**6 + 896*K1**4*K2 - 3488*K1**4 + 256*K1**3*K2*K3 - 896*K1**3*K3 + 32*K1**2*K2**2*K4 - 2704*K1**2*K2**2 - 384*K1**2*K2*K4 + 8464*K1**2*K2 - 1184*K1**2*K3**2 - 32*K1**2*K3*K5 - 192*K1**2*K4**2 - 6140*K1**2 + 96*K1*K2**2*K3*K4 - 512*K1*K2**2*K3 - 128*K1*K2**2*K5 - 416*K1*K2*K3*K4 - 96*K1*K2*K3*K6 + 6232*K1*K2*K3 + 2264*K1*K3*K4 + 488*K1*K4*K5 + 24*K1*K5*K6 - 48*K2**4 - 176*K2**2*K3**2 - 112*K2**2*K4**2 + 960*K2**2*K4 - 5092*K2**2 + 576*K2*K3*K5 + 112*K2*K4*K6 - 2616*K3**2 - 1116*K4**2 - 300*K5**2 - 28*K6**2 + 5322,['6.1496'],t^{7} + 33 t^{5} + 30 t^{3} + 6 t,['6.1496'],"['6.16572', '6.16663', '6.18133', '6.18467', '6.22975', '6.23094', '6.24592', '6.25003', '6.34964', '6.35083', '6.36731', '6.37148', '6.42537', '6.42646', '6.44003', '6.44313', '6.54819', '6.54897', '6.55936', '6.56229', '6.59251', '6.59323', '6.60473', '6.60833', '6.64793', '6.64856', '6.65596', '6.65901', '6.68095', '6.68158', '6.68671', '6.68880']"
6.1497,O1O2O3U1O4U5U3O5O6U4U2U6,"[0, 0, 0]",O1O2O3U4U2U5O4O6U1U6O5U3,O1O2O3U4U2U5O4U1O6O5U6U3,O1O2O3U1U4O5O4U3O6U5U2U6,{'O1O2O3U1O4U5U3O5O6U4U2U6'},"[-2, -1, 0, 0, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 2, 1, 0, 0, 1, 1, 0]",['6.1497'],-128*K1**4*K2**2 + 256*K1**4*K2 - 880*K1**4 + 352*K1**3*K2*K3 - 224*K1**3*K3 + 1088*K1**2*K2**3 - 3472*K1**2*K2**2 - 1024*K1**2*K2*K4 + 5040*K1**2*K2 - 304*K1**2*K3**2 - 4132*K1**2 + 96*K1*K2**3*K3 - 672*K1*K2**2*K3 + 4264*K1*K2*K3 + 1264*K1*K3*K4 + 8*K1*K4*K5 + 8*K1*K5*K6 - 32*K2**6 + 256*K2**4*K4 - 1056*K2**4 - 288*K2**2*K3**2 - 528*K2**2*K4**2 + 1640*K2**2*K4 - 2998*K2**2 + 344*K2*K3*K5 + 304*K2*K4*K6 + 24*K3**2*K6 - 1500*K3**2 - 880*K4**2 - 120*K5**2 - 66*K6**2 + 3358,['6.1497'],t^{7} + 31 t^{5} + 49 t^{3} + 9 t,['6.1497'],"['6.11290', '6.11368', '6.12555', '6.12666', '6.18351', '6.18689', '6.24796', '6.25253', '6.30968', '6.31093', '6.32150', '6.32269', '6.36982', '6.37435', '6.44167', '6.44487', '6.52062', '6.52141', '6.52901', '6.52962', '6.56125', '6.56349', '6.60645', '6.60986', '6.63671', '6.63716', '6.64103', '6.64148', '6.65781', '6.66040', '6.68785', '6.68994']"
6.1498,O1O2O3U1O4U5U3O5O6U4U6U2,"[0, 0, 0]",O1O2O3U2U4U5O4O6U1U6O5U3,O1O2O3U4U3U5O4U1O6O5U6U2,O1O2O3U2U4O5O4U3O6U5U1U6,{'O1O2O3U1O4U5U3O5O6U4U6U2'},"[-2, -1, 0, 1, 1, 1, 0, 1, 1, 2, 3, 1, 0, 1, 1, 1, 1, 0, 0, -1, -1]",['6.1498'],-448*K1**6 - 448*K1**4*K2**2 + 2208*K1**4*K2 - 4880*K1**4 + 1312*K1**3*K2*K3 - 1088*K1**3*K3 - 192*K1**2*K2**4 + 704*K1**2*K2**3 + 192*K1**2*K2**2*K4 - 6416*K1**2*K2**2 - 832*K1**2*K2*K4 + 10128*K1**2*K2 - 1072*K1**2*K3**2 - 64*K1**2*K3*K5 - 112*K1**2*K4**2 - 4692*K1**2 + 480*K1*K2**3*K3 - 1056*K1*K2**2*K3 - 224*K1*K2**2*K5 - 448*K1*K2*K3*K4 + 6936*K1*K2*K3 + 1720*K1*K3*K4 + 384*K1*K4*K5 - 32*K2**6 + 96*K2**4*K4 - 664*K2**4 - 32*K2**3*K6 - 304*K2**2*K3**2 - 128*K2**2*K4**2 + 1208*K2**2*K4 - 4322*K2**2 + 520*K2*K3*K5 + 104*K2*K4*K6 - 2072*K3**2 - 802*K4**2 - 236*K5**2 - 22*K6**2 + 4592,['6.1498'],t^{7} + 24 t^{5} + 27 t^{3} + 6 t,['6.1498'],"['6.4148', '6.4179', '6.5390', '6.5421', '6.7508', '6.7533', '6.9013', '6.9044', '6.12441', '6.12472', '6.13342', '6.13567', '6.13598', '6.14253', '6.14700', '6.14736', '6.15207', '6.15860', '6.15896', '6.30842', '6.30873', '6.32030', '6.32061', '6.33068', '6.33099', '6.33862', '6.34325', '6.48490', '6.50269', '6.53514', '6.53935', '6.54257']"
